T(K),log10(rho),log10(con),Z,Znuc
14000,-1.5236,3.57217,0.984152,28
16000,-1.6482,3.69205,1.08913,28
18000,-1.76548,3.84055,1.1971,28
20000,-1.89688,3.99463,1.31295,28
20000,-2.04721,3.96341,1.35789,28
20000,-2.19723,3.97234,1.40544,28
18000,-2.32422,3.91222,1.35697,28
4000,0.597163,5.50576,2.96005,28
6000,0.257208,5.22787,1.97902,28
6000,0.106364,5.02603,1.65016,28
8000,-0.168073,4.29206,1.2427,28
8000,-0.327117,4.02036,1.06485,28
8000,-0.584276,3.55047,0.869599,28
8000,-0.735064,3.27231,0.797364,28
8000,-0.888066,3.12969,0.748698,28
8000,-1.22199,2.81491,0.704547,28
10000,-1.4437,3.33062,0.801183,28
12000,-1.52974,3.52892,0.8998,28
14000,-1.656,3.65099,1.00681,28
16000,-1.7617,3.70961,1.11376,28
18000,-1.96337,3.94186,1.24931,28
18000,-2.11351,3.94861,1.29236,28
16000,-2.28988,3.84584,1.25228,28
4000,0.517399,5.47432,2.69058,28
6000,0.139435,4.94851,1.71687,28
6000,-0.594978,3.43553,0.799779,28
4000,0.525927,5.52763,2.71837,28
6000,0.406758,5.40576,2.37105,28
8000,0.250644,5.28507,1.98753,28
10000,-0.135762,4.7336,1.3242,28
10000,-0.539613,3.50393,0.954585,28
10000,-0.690349,3.38721,0.881286,28
4000,0.56849,5.47483,2.86071,28
6000,0.448767,5.46302,2.49382,28
8000,0.299919,5.32077,2.1065,28
10000,-0.0164865,4.91974,1.49569,28
12000,-0.275741,4.46622,1.20683,28
12000,-0.432868,4.10415,1.07637,28
4000,0.664584,5.65916,3.20472,28
6000,0.514456,5.51713,2.69738,28
8000,0.394312,5.51933,2.3553,28
10000,0.217631,5.26082,1.93689,28
12000,0.0107366,4.97052,1.57194,28
14000,-0.123153,4.73971,1.41567,28
16000,-0.318171,4.41217,1.2563,28
16000,-0.475111,4.17006,1.14966,28
16000,-0.68569,4.02625,1.06242,28
16000,-0.842211,3.9578,1.0294,28
18000,-0.994005,3.98132,1.08138,28
20000,-1.09291,4.04949,1.14849,28
22000,-1.17128,4.10418,1.22009,28
24000,-1.23396,4.20344,1.29278,28
26000,-1.28819,4.23338,1.36572,28
28000,-1.33536,4.26501,1.4382,28
30000,-1.37634,4.30131,1.50973,28
32000,-1.41567,4.31551,1.58118,28
34000,-1.44977,4.34422,1.65126,28
36000,-1.4828,4.3735,1.72107,28
38000,-1.51485,4.40802,1.79062,28
40000,-1.54929,4.44789,1.86122,28
42000,-1.58236,4.45852,1.93147,28
6000,0.546327,5.61196,2.80134,28
8000,0.421527,5.55299,2.43229,28
10000,0.259247,5.37024,2.03139,28
12000,0.0875472,5.07843,1.70299,28
14000,-0.0361225,4.86474,1.53306,28
16000,-0.174548,4.64954,1.39289,28
18000,-0.674874,4.21099,1.12092,28
20000,-0.854275,4.22394,1.1473,28
22000,-0.976706,4.25568,1.20347,28
24000,-1.07022,4.34019,1.26933,28
26000,-1.16545,4.41387,1.34208,28
28000,-1.23553,4.46975,1.41511,28
30000,-1.281,4.48047,1.48474,28
32000,-1.32431,4.51602,1.55463,28
34000,-1.36572,4.54322,1.62464,28
36000,-1.4055,4.55554,1.69469,28
38000,-1.4437,4.55662,1.76469,28
40000,-1.47638,4.57755,1.83303,28
42000,-1.50794,4.59159,1.90112,28
42000,-2.34582,4.22789,2.29578,28
42000,-2.35754,4.12176,2.30198,28
6000,0.627271,5.55556,3.08092,28
8000,0.472313,5.54416,2.58244,28
10000,0.293959,5.32874,2.11419,28
12000,0.0819159,4.9805,1.69285,28
14000,-0.0478665,4.81049,1.51617,28
16000,-0.189499,4.61126,1.37673,28
18000,-0.668512,4.23099,1.12264,28
20000,-0.826377,4.24964,1.1497,28
22000,-0.947037,4.22181,1.20276,28
24000,-1.04499,4.33814,1.26682,28
26000,-1.13817,4.38577,1.33762,28
28000,-1.21127,4.46891,1.41001,28
30000,-1.25853,4.48975,1.47927,28
32000,-1.30356,4.52271,1.54894,28
34000,-1.3418,4.55331,1.61741,28
36000,-1.37872,4.55985,1.68591,28
38000,-1.41431,4.58472,1.75433,28
40000,-1.44855,4.58941,1.82258,28
42000,-1.48175,4.60087,1.89073,28
42000,-2.3536,4.20922,2.29989,28
42000,-2.36452,3.98686,2.30568,28
4000,0.612627,5.56325,3.01479,28
6000,0.394599,5.37513,2.33657,28
6000,0.241897,5.20412,1.9427,28
8000,-0.102609,4.51064,1.33092,28
8000,-0.257974,4.26228,1.13615,28
10000,-0.952647,3.47041,0.811103,28
12000,-1.22012,3.65466,0.873179,28
14000,-1.46585,3.90009,0.975548,28
16000,-1.63302,3.98967,1.08601,28
18000,-1.79507,4.07511,1.20454,28
18000,-2.15058,4.0577,1.30339,28
16000,-2.32883,3.87679,1.26372,28
4000,0.588762,5.53389,2.93065,28
6000,0.272248,5.25053,2.01537,28
6000,0.120189,5.05668,1.67769,28
8000,-0.157928,4.28513,1.25577,28
8000,-0.309627,4.0604,1.08205,28
8000,-0.463442,3.7864,0.948692,28
8000,-0.619319,3.55787,0.850373,28
8000,-1.30461,3.07664,0.703061,28
10000,-1.44624,3.51772,0.801389,28
12000,-1.52681,3.65792,0.899413,28
14000,-1.6562,3.83853,1.00685,28
16000,-1.77083,3.91392,1.11584,28
18000,-1.91686,4.00324,1.23654,28
18000,-2.06702,4.02983,1.27874,28
16000,-2.2652,3.95085,1.24511,28
4000,0.569001,5.49758,2.86245,28
6000,0.233504,5.19616,1.92308,28
4000,0.631627,5.62336,3.08317,28
6000,0.513887,5.54552,2.69555,28
8000,0.392204,5.46791,2.34944,28
10000,0.18449,5.22841,1.86527,28
12000,-0.0126556,4.91863,1.53503,28
14000,-0.139022,4.70556,1.39615,28
16000,-0.273615,4.46696,1.29435,28
18000,-0.716314,4.03399,1.11072,28
18000,-0.866365,4.01565,1.08736,28
20000,-1.02187,4.08131,1.14454,28
22000,-1.16046,4.18769,1.21869,28
24000,-1.25003,4.24596,1.29567,28
26000,-1.32624,4.28803,1.37412,28
28000,-1.39577,4.32547,1.45367,28
30000,-1.45606,4.34516,1.5326,28
32000,-1.51527,4.36672,1.61259,28
34000,-1.57333,4.38277,1.69348,28
36000,-1.63283,4.37632,1.77612,28
38000,-1.70071,4.34908,1.86343,28
40000,-1.78701,4.31135,1.96047,28
40000,-1.93704,4.27644,2.028,28
40000,-2.08725,4.23596,2.09887,28
38000,-2.18509,4.27024,2.07973,28
36000,-2.24565,4.35272,2.03985,28
34000,-2.29073,4.29365,1.98993,28
32000,-2.32698,4.32434,1.93325,28
30000,-2.35754,4.3293,1.87128,28
28000,-2.38616,4.35411,1.80562,28
26000,-2.4168,4.24837,1.7377,28
24000,-2.451,4.2306,1.66772,28
22000,-2.48545,4.17702,1.5939,28
20000,-2.51856,4.2275,1.51519,28
18000,-2.55909,3.95746,1.43408,28
16000,-2.61261,4.02747,1.35121,28
4000,0.625978,5.60392,3.0627,28
6000,0.515891,5.52969,2.70199,28
8000,0.344907,5.41147,2.2216,28
10000,0.00107573,4.96204,1.5238,28
12000,-0.156935,4.67017,1.33633,28
14000,-0.286064,4.41883,1.24061,28
16000,-0.44377,4.20469,1.16779,28
16000,-0.600794,4.01561,1.0909,28
18000,-1.02669,3.91556,1.08155,28
20000,-1.23612,3.98064,1.16378,28
22000,-1.32901,4.02567,1.24566,28
24000,-1.41162,4.0515,1.32944,28
26000,-1.51286,4.08375,1.42129,28
28000,-1.61368,4.1352,1.51711,28
30000,-1.71965,4.14931,1.61843,28
32000,-1.84013,4.16047,1.72913,28
32000,-1.99055,4.16791,1.78892,28
32000,-2.14086,4.14879,1.85171,28
30000,-2.24949,4.12681,1.82489,28
28000,-2.30892,4.17167,1.77342,28
26000,-2.35655,4.15515,1.71342,28
24000,-2.4023,4.14016,1.64881,28
22000,-2.44855,4.10329,1.58014,28
20000,-2.49214,4.05839,1.50579,28
18000,-2.54363,3.96445,1.42885,28
16000,-2.60555,3.97493,1.34895,28
6000,0.64422,5.95804,3.09667,29
8000,0.491743,5.67963,2.59626,29
10000,0.36587,5.46359,2.25608,29
12000,0.202142,5.19307,1.8957,29
14000,0.0276594,4.88891,1.61042,29
16000,-0.135988,4.62651,1.42948,29
16000,-0.563726,4.13453,1.12225,29
16000,-0.71424,4.06296,1.07734,29
16000,-0.866461,4.07427,1.05451,29
18000,-1.01886,4.17898,1.11786,29
20000,-1.13484,4.30767,1.19481,29
22000,-1.22163,4.41123,1.2753,29
24000,-1.29551,4.50263,1.35713,29
26000,-1.38195,4.58032,1.44489,29
28000,-1.46243,4.62488,1.53419,29
30000,-1.54212,4.65097,1.62586,29
32000,-1.60607,4.65371,1.71415,29
34000,-1.67448,4.64298,1.80558,29
34000,-1.79453,4.60816,1.85446,29
4000,0.739236,6.17475,3.45136,29
6000,0.516578,5.6967,2.65603,29
8000,0.134282,4.8011,1.69915,29
10000,-0.0606455,4.34412,1.40629,29
10000,-0.212334,4.11046,1.21722,29
10000,-0.367168,3.84004,1.07217,29
10000,-0.521159,3.5382,0.968079,29
10000,0.379177,5.27776,2.29147,29
12000,0.252792,5.07763,2.0051,29
14000,0.0353136,4.67823,1.6224,29
16000,-0.175438,4.3412,1.38698,29
18000,-0.723561,4.06904,1.13565,29
18000,-0.874681,4.02914,1.11862,29
20000,-1.02738,4.14628,1.18468,29
22000,-1.12321,4.20833,1.25989,29
24000,-1.21247,4.27891,1.33993,29
26000,-1.30469,4.344,1.42525,29
28000,-1.38479,4.39291,1.51137,29
30000,-1.45284,4.41929,1.59652,29
32000,-1.51018,4.42144,1.67979,29
34000,-1.56607,4.44282,1.76366,29
36000,-1.62306,4.41389,1.84903,29
38000,-1.66615,4.43481,1.92956,29
40000,-1.70333,4.44412,2.00789,29
42000,-1.76574,4.43881,2.09832,29
6000,0.626177,5.69661,3.03073,29
8000,0.462062,5.42574,2.50573,29
10000,0.279496,5.07331,2.04051,29
12000,0.10998,4.78729,1.71619,29
12000,-0.664683,3.20817,0.966146,29
12000,-0.817158,3.29425,0.925884,29
14000,-1.09002,3.65157,0.97771,29
16000,-1.19172,3.82465,1.0588,29
18000,-1.26249,3.92205,1.14138,29
20000,-1.32661,4.01953,1.22486,29
22000,-1.38955,4.07496,1.30949,29
24000,-1.45014,4.14408,1.39477,29
26000,-1.52827,4.21809,1.48637,29
28000,-1.6258,4.2334,1.58669,29
4000,0.774667,6.26063,3.59808,29
6000,0.627024,5.92771,3.0338,29
8000,0.461164,5.63428,2.50304,29
10000,0.324608,5.39355,2.15008,29
12000,0.20505,5.17507,1.90177,29
14000,0.00496159,4.78414,1.57579,29
16000,-0.151331,4.48017,1.41255,29
16000,-0.558305,3.88281,1.12435,29
14000,-0.833836,3.55267,0.991703,29
12000,-1.18856,3.45728,0.902073,29
12000,-1.33885,3.48359,0.912393,29
6000,0.694536,6.07619,3.28705,29
8000,0.560104,5.82096,2.81677,29
10000,0.429888,5.58293,2.43186,29
12000,0.305214,5.36328,2.12678,29
14000,0.123829,5.01466,1.77239,29
16000,-0.0264427,4.72637,1.5661,29
18000,-0.149066,4.47823,1.45511,29
20000,-0.318704,4.18851,1.3512,29
20000,-0.473855,3.96284,1.26491,29
18000,-0.660608,3.69082,1.14881,29
16000,-0.886357,3.43696,1.05292,29
14000,-1.20315,3.40603,0.983236,29
14000,-1.3533,3.54432,0.998555,29
12000,-1.62233,3.46494,0.950785,29
4000,0.775533,6.2701,3.60173,29
6000,0.680166,6.03859,3.2317,29
8000,0.549903,5.78295,2.78278,29
10000,0.432431,5.57696,2.43913,29
12000,0.306607,5.35483,2.13013,29
14000,0.123927,5.00764,1.77256,29
16000,-0.0271494,4.71219,1.56512,29
18000,-0.150237,4.47441,1.45388,29
20000,-0.329698,4.1767,1.34379,29
18000,-0.639653,3.72811,1.1541,29
16000,-0.87296,3.41464,1.05396,29
14000,-1.16412,3.29732,0.980676,29
14000,-1.31453,3.42259,0.993843,29
12000,-1.62015,3.39217,0.950417,29
6000,0.681459,6.00745,3.23665,29
8000,0.511295,5.68216,2.65761,29
10000,0.36827,5.41693,2.26242,29
12000,0.245436,5.19233,1.98872,29
14000,-0.0228986,4.64298,1.53509,29
14000,-0.489991,3.65021,1.10006,29
4000,0.771079,6.22544,3.583,29
6000,0.666098,5.99596,3.17827,29
8000,0.509237,5.71153,2.65109,29
10000,0.356364,5.43706,2.23116,29
12000,0.2097,5.21002,1.91152,29
14000,-0.0904868,4.61997,1.44428,29
4000,0.775552,6.17131,3.60181,29
6000,0.664942,5.96472,3.17391,29
8000,0.489641,5.67969,2.58975,29
10000,0.329504,5.41596,2.16236,29
12000,0.177075,5.15925,1.84442,29
14000,-0.176389,4.50446,1.34409,29
14000,-0.521232,3.53769,1.08447,29
4000,0.774733,6.26036,3.59836,29
6000,0.678946,6.04053,3.22703,29
8000,0.543107,5.78618,2.76036,29
10000,0.401333,5.53611,2.35173,29
12000,0.265561,5.28475,2.03394,29
14000,0.0923381,4.96032,1.71656,29
16000,-0.0630492,4.63889,1.51728,29
18000,-0.210977,4.34663,1.39394,29
18000,-0.447697,3.9249,1.22703,29
6000,0.686631,5.99725,3.2565,29
8000,0.542863,5.73283,2.75955,29
10000,0.390057,5.47249,2.32086,29
12000,0.258362,5.24305,2.01762,29
14000,0.00123167,4.79237,1.57023,29
16000,-0.258336,4.30397,1.30827,29
16000,-0.411112,3.97424,1.19685,29
14000,-0.702765,3.33062,1.01813,29
6000,0.688584,6.03116,3.26402,29
8000,0.552744,5.77923,2.79221,29
10000,0.411897,5.55353,2.38105,29
12000,0.292502,5.35471,2.09646,29
14000,0.051789,4.95129,1.6487,29
16000,-0.118981,4.60334,1.44886,29
18000,-0.256663,4.2811,1.35384,29
18000,-0.521087,3.73368,1.19352,29
4000,0.774158,6.26377,3.59594,29
6000,0.676005,6.03587,3.21581,29
8000,0.515134,5.71152,2.66981,29
10000,0.368655,5.44863,2.26344,29
12000,0.21456,5.17132,1.92179,29
14000,0.00582374,4.75429,1.57708,29
16000,-0.242437,4.22614,1.3223,29
16000,-0.396726,3.90173,1.20565,29
4000,0.777074,6.28586,3.60823,29
8000,0.534068,5.76705,2.73079,29
10000,0.38047,5.5123,2.29495,29
12000,0.217337,5.21044,1.92769,29
14000,0.0124407,4.80618,1.58706,29
14000,-0.143918,4.46427,1.38004,29
16000,-0.297216,4.11797,1.27598,29
16000,-0.453655,3.76065,1.1727,29
4000,0.777643,6.25624,3.61063,29
6000,0.675986,6.03294,3.21574,29
8000,0.514375,5.74089,2.6674,29
10000,0.370437,5.48544,2.26816,29
12000,0.246496,5.26097,1.99107,29
14000,-0.000304111,4.77679,1.56795,29
16000,-0.217255,4.29259,1.34554,29
16000,-0.368171,3.99038,1.22411,29
4000,0.768516,6.14443,3.57227,29
6000,0.549211,5.87671,2.76302,29
8000,0.207562,5.25002,1.85062,29
10000,-0.00524307,4.80598,1.4885,29
10000,-0.542587,3.32243,0.956348,29
4000,0.766788,6.22371,3.56504,29
6000,0.58395,5.82754,2.88115,29
8000,0.269919,5.20407,1.99199,29
10000,0.0622886,4.63964,1.59911,29
10000,-0.256733,3.89137,1.17102,29
8000,-0.596674,3.23729,0.863997,29
6000,-0.892451,2.46687,0.675674,29
4000,0.769355,6.22043,3.57578,29
6000,0.59098,5.84175,2.9056,29
8000,0.285901,5.25967,2.03015,29
10000,0.0721322,4.75315,1.61623,29
4000,0.765677,6.19144,3.5604,29
6000,0.624054,5.89655,3.02305,29
8000,0.430164,5.51621,2.41188,29
10000,0.242964,5.14069,1.9565,29
12000,0.0831477,4.78717,1.66847,29
12000,-0.0677901,4.44671,1.43525,29
12000,-0.719649,3.36078,0.948995,29
12000,-0.871019,3.31513,0.916691,29
12000,-1.02255,3.22272,0.902288,29
14000,-1.28092,3.49374,0.990164,29
16000,-1.38018,3.72148,1.08329,29
18000,-1.47031,3.88041,1.17858,29
20000,-1.57971,4.06659,1.28152,29
20000,-1.73025,4.26202,1.32185,29
20000,-1.88041,4.28181,1.36584,29
18000,-2.03058,4.19243,1.32466,29
16000,-2.16813,4.06363,1.27201,29
4000,0.772632,6.23494,3.58953,29
6000,0.635949,5.92074,3.06629,29
8000,0.443438,5.552,2.45051,29
10000,0.253147,5.17472,1.9795,29
12000,0.0902157,4.81084,1.68084,29
12000,-0.816958,3.31785,0.925922,29
12000,-0.969158,3.20466,0.905604,29
14000,-1.26162,3.48116,0.988231,29
16000,-1.36845,3.70952,1.08143,29
18000,-1.45655,3.85769,1.17575,29
20000,-1.56273,4.00104,1.27724,29
20000,-1.71287,4.23702,1.31698,29
20000,-1.86328,4.28053,1.36065,29
18000,-2.05208,4.21061,1.33118,29
16000,-2.19179,4.05415,1.27902,29
4000,0.774439,6.23696,3.59712,29
6000,0.638523,5.92041,3.07572,29
8000,0.445721,5.5436,2.45721,29
10000,0.254807,5.16338,1.98328,29
12000,0.0913152,4.79618,1.68278,29
12000,-0.798384,3.37694,0.929658,29
12000,-0.950743,3.28398,0.90717,29
14000,-1.24474,3.5253,0.986653,29
16000,-1.35892,3.72844,1.07994,29
18000,-1.45259,3.90677,1.17494,29
20000,-1.56352,4.02812,1.27744,29
20000,-1.71399,4.26005,1.3173,29
20000,-1.86455,4.29813,1.36104,29
18000,-2.03858,4.19014,1.32708,29
16000,-2.18177,4.09771,1.27605,29
6000,0.669697,6.00826,3.19187,29
8000,0.507108,5.65265,2.64436,29
12000,0.229008,5.03106,1.95275,29
8000,0.486083,5.62556,2.57876,29
10000,0.315347,5.26264,2.12705,29
12000,0.0754119,4.73509,1.65507,29
10000,-0.171192,4.13656,1.26357,29
4000,0.766984,6.20691,3.56586,29
6000,0.593331,5.83244,2.91381,29
8000,0.30547,5.30625,2.07796,29
10000,0.0856009,4.87097,1.64007,29
10000,-0.536062,3.59151,0.959854,29
4000,0.757701,6.20544,3.52722,29
6000,0.541857,5.75602,2.73857,29
8000,0.173801,4.96103,1.77891,29
8000,-0.513669,3.44154,0.910939,29
4000,0.755074,6.20725,3.51635,29
6000,0.532697,5.74267,2.7084,29
8000,0.14664,4.89828,1.72362,29
8000,-0.488906,3.53428,0.926763,29
4000,0.752478,6.19344,3.50563,29
6000,0.553695,5.77281,2.77802,29
8000,0.200801,5.03715,1.83599,29
10000,-0.0526839,4.39459,1.41765,29
10000,-0.213561,4.08217,1.21589,29
4000,0.753578,6.18788,3.51017,29
6000,0.543864,5.76891,2.74523,29
8000,0.170625,5.0065,1.77234,29
10000,-0.0534691,4.44521,1.41652,29
10000,-0.214627,4.10998,1.21473,29
10000,-0.365694,3.79484,1.07334,29
4000,0.755998,6.13344,3.52017,29
6000,0.518943,5.76592,2.66365,29
8000,-0.0558432,4.92906,1.37382,29
10000,-0.209933,4.50048,1.21983,29
12000,-0.41285,3.9555,1.09189,29
12000,-0.564331,3.61658,1.00624,29
4000,0.758267,6.20322,3.52957,29
6000,0.536451,5.73627,2.72073,29
8000,0.172886,4.9861,1.77702,29
10000,-0.0517387,4.42788,1.41901,29
10000,-0.213327,4.12385,1.21614,29
10000,-0.364335,3.73902,1.07443,29
4000,0.757763,6.20204,3.52748,29
6000,0.54768,5.76546,2.75791,29
8000,0.184816,5.05748,1.80194,29
10000,-0.0163918,4.58748,1.47136,29
10000,-0.528664,3.53084,0.963899,29
10000,-0.678878,3.26905,0.895348,29
4000,0.767304,6.25701,3.56719,29
6000,0.561166,5.87279,2.80317,29
8000,0.237144,5.10019,1.91622,29
10000,-0.0305282,4.36093,1.45006,29
8000,-0.405155,3.65456,0.987025,29
4000,0.765843,6.13466,3.56109,29
6000,0.571635,5.80591,2.83877,29
8000,0.0690054,5.04177,1.57687,29
10000,-0.132014,4.45712,1.31104,29
4000,0.769088,6.22274,3.57466,29
6000,0.589053,5.83089,2.89888,29
8000,0.270849,5.16355,1.99419,29
10000,0.0111177,4.45862,1.51423,29
10000,-0.149531,4.11099,1.28941,29
8000,-0.42143,3.52517,0.974467,29
4000,0.767938,6.20398,3.56984,29
6000,0.587938,5.83283,2.89499,29
8000,0.274361,5.15456,2.00252,29
10000,-0.00129177,4.39108,1.49465,29
8000,-0.387852,3.55618,1.00084,29
4000,0.763947,6.22996,3.55318,29
6000,0.570982,5.78035,2.83654,29
8000,0.208492,4.94215,1.85264,29
8000,-0.242096,3.84745,1.13779,29
4000,0.766647,6.1123,3.56445,29
6000,0.561725,5.79163,2.80506,29
4000,0.768352,6.16366,3.57158,29
6000,0.545423,5.78082,2.7504,29
4000,0.765335,6.15749,3.55897,29
6000,0.551688,5.78269,2.77129,29
4000,0.769918,6.23451,3.57814,29
6000,0.599152,5.89431,2.93424,29
8000,0.359179,5.4314,2.21548,29
10000,0.168279,5.03774,1.79738,29
12000,0.0149907,4.65187,1.55596,29
12000,-0.144572,4.2668,1.33783,29
12000,-0.296588,4.00488,1.18197,29
12000,-0.455225,3.69487,1.06457,29
12000,-0.607584,3.49693,0.987485,29
4000,0.768994,6.19048,3.57427,29
6000,0.616289,5.86096,2.99511,29
8000,0.379487,5.41041,2.26994,29
10000,0.194048,5.02679,1.85041,29
12000,0.0336328,4.62802,1.58551,29
12000,-0.118062,4.27191,1.36995,29
12000,-0.27693,3.95885,1.19956,29
12000,-0.431493,3.66332,1.07952,29
12000,-0.582445,3.39881,0.998102,29
10000,-0.847712,3.00775,0.847547,29
4000,0.759452,6.22261,3.53448,29
6000,0.571414,5.79802,2.83801,29
8000,0.29313,5.20528,2.04767,29
10000,0.0812501,4.70659,1.63231,29
4000,0.754637,6.19788,3.51454,29
6000,0.563825,5.76332,2.81218,29
8000,0.241678,5.11303,1.92651,29
10000,0.0175216,4.6004,1.52448,29
10000,-0.526717,3.61268,0.964976,29
10000,-0.679874,3.37051,0.894983,29
4000,0.752739,6.2059,3.50671,29
6000,0.526773,5.7082,2.68904,29
4000,0.757863,6.13844,3.52789,29
6000,0.513813,5.74147,2.64714,29
8000,-0.152699,4.61032,1.2418,29
8000,-0.500973,3.42226,0.918943,29
4000,0.751935,6.2131,3.50339,29
6000,0.534054,5.72876,2.71285,29
8000,0.082649,4.62213,1.60148,29
8000,-0.0786882,4.25037,1.34076,29
6000,-0.49386,3.17782,0.860296,29
4000,0.757541,6.16148,3.52656,29
6000,0.526959,5.82747,2.68965,29
8000,-0.0129552,4.93614,1.43921,29
8000,-0.594671,3.27531,0.865025,29
4000,0.751271,6.16267,3.50066,29
6000,0.529439,5.7638,2.69774,29
8000,-0.0408011,4.90403,1.39625,29
10000,-0.238305,4.29226,1.18972,29
10000,-0.394512,3.74068,1.05098,29
4000,0.755056,6.21449,3.51627,29
6000,0.553689,5.78071,2.778,29
8000,0.167438,4.88679,1.76577,29
8000,-0.144263,4.08361,1.25247,29
6000,-0.510337,3.31069,0.848877,29
4000,0.761208,6.23753,3.54178,29
6000,0.577145,5.80974,2.85766,29
8000,0.27025,5.13851,1.99278,29
8000,-0.348247,3.78831,1.03434,29
4000,0.756397,6.22649,3.52182,29
6000,0.567676,5.80334,2.82526,29
8000,0.230278,5.08628,1.90076,29
8000,-0.53334,3.49568,0.898981,29
4000,0.748226,6.19738,3.48813,29
6000,0.500232,5.6854,2.60387,29
4000,0.74622,6.14446,3.4799,29
6000,0.473789,5.6893,2.52149,29
8000,-0.25168,4.22889,1.12759,29
8000,-0.40179,3.50542,0.989674,29
4000,0.744717,6.28581,3.47374,29
6000,0.476198,5.77216,2.52889,29
8000,-0.0140843,4.57323,1.43743,29
8000,-0.16698,4.10554,1.22407,29
4000,0.746572,6.22235,3.48134,29
6000,0.492766,5.7467,2.58036,29
8000,-0.0474158,4.37502,1.38632,29
4000,0.751111,6.23794,3.5,29
6000,0.545362,5.78992,2.7502,29
8000,0.18497,5.05424,1.80227,29
10000,-0.0325082,4.53957,1.44711,29
10000,-0.189257,4.2174,1.24279,29
10000,-0.441375,3.76626,1.01747,29
10000,-0.596536,3.45362,0.92949,29
4000,0.753552,6.20277,3.51006,29
6000,0.504074,5.76334,2.61604,29
8000,0.0422407,4.88471,1.53003,29
10000,-0.213625,4.29037,1.21582,29
10000,-0.371305,3.95775,1.06888,29
10000,-0.52204,3.6248,0.967585,29
6000,0.651466,6.03091,3.1235,29
8000,0.470002,5.7057,2.52964,29
10000,0.329548,5.47022,2.16247,29
12000,0.207036,5.26659,1.90593,29
14000,0.00439876,4.90002,1.57495,29
16000,-0.133081,4.64905,1.43275,29
18000,-0.271987,4.44017,1.3413,29
18000,-0.507156,4.17918,1.19931,29
18000,-0.658961,4.07628,1.14921,29
16000,-0.86094,3.94161,1.05501,29
16000,-1.01233,3.92221,1.04905,29
14000,-1.26225,3.86445,0.988292,29
4000,0.777909,6.3095,3.61175,29
6000,0.652414,6.00617,3.12702,29
8000,0.479462,5.74688,2.55843,29
10000,0.333929,5.48945,2.17353,29
12000,0.217563,5.27711,1.92817,29
14000,-0.00832656,4.86054,1.55614,29
16000,-0.167121,4.58653,1.39566,29
18000,-0.349459,4.34805,1.28451,29
18000,-0.50379,4.18924,1.20075,29
16000,-0.790217,3.98367,1.06346,29
16000,-0.941005,3.91913,1.04998,29
14000,-1.15646,3.85643,0.980251,29
14000,-1.30698,3.85842,0.992982,29
8000,1.05871,5.7092,4.41011,74
12000,0.904007,5.54961,3.66357,74
14000,0.745367,5.36575,3.0424,74
14000,0.228541,4.51095,1.77716,74
14000,0.070806,4.23256,1.57986,74
14000,-0.0822583,4.02991,1.44684,74
14000,-0.232926,3.89221,1.36073,74
14000,-0.385567,3.82393,1.30901,74
14000,-0.537243,3.85703,1.28492,74
16000,-0.692825,4.00749,1.37946,74
18000,-0.844057,4.17389,1.49587,74
24000,-0.995034,4.25978,1.81704,74
28000,-1.14521,4.30263,2.05566,74
30000,-1.29585,4.31975,2.21616,74
30000,-1.44636,4.28988,2.29389,74
28000,-1.59654,4.2559,2.27736,74
6000,1.10899,5.68375,4.68543,74
10000,0.956113,5.54958,3.88636,74
12000,0.799794,5.39073,3.21692,74
14000,0.632502,5.2098,2.66596,74
14000,0.472762,5.02937,2.23735,74
14000,0.315605,4.84601,1.9174,74
14000,0.165134,4.63037,1.68963,74
14000,0.0143483,4.2748,1.52476,74
14000,-0.135928,3.93957,1.4116,74
14000,-0.2873,3.72949,1.33866,74
14000,-0.744293,3.73223,1.28435,74
16000,-0.895445,3.9102,1.40598,74
18000,-1.04648,4.0146,1.54323,74
20000,-1.19723,4.05584,1.69305,74
6000,1.11071,5.6736,4.69593,74
10000,0.956932,5.5482,3.89043,74
12000,0.800371,5.39485,3.21921,74
14000,0.555127,5.15186,2.44413,74
14000,0.39995,4.9892,2.07767,74
14000,-0.116276,4.13666,1.42388,74
14000,-0.267486,3.84819,1.3462,74
14000,-0.419486,3.70578,1.30152,74
14000,-0.737407,3.72827,1.28389,74
16000,-0.888267,3.87668,1.40468,74
18000,-1.03848,4.01695,1.54106,74
20000,-1.1893,4.06565,1.6903,74
20000,-1.3398,4.05888,1.74519,74
20000,-1.48999,4.11311,1.80511,74
20000,-1.64035,3.99476,1.86947,74
6000,1.11393,5.6731,4.71575,74
10000,0.961997,5.55811,3.91576,74
12000,0.807417,5.44084,3.2474,74
12000,-0.510703,3.63659,1.19229,74
12000,-0.661026,3.69425,1.17943,74
14000,-0.829621,3.86141,1.29233,74
16000,-0.980053,4.02107,1.42297,74
18000,-1.1303,4.08899,1.56726,74
20000,-1.28092,4.09587,1.72305,74
20000,-1.43098,4.08955,1.78101,74
20000,-1.58104,4.06446,1.8436,74
6000,1.11117,5.6948,4.69879,74
10000,0.958248,5.56677,3.897,74
12000,0.802328,5.40403,3.22701,74
12000,0.649264,5.24692,2.68008,74
12000,-0.313158,3.4188,1.24335,74
12000,-0.465707,3.30406,1.20011,74
12000,-0.890455,3.41347,1.19022,74
14000,-1.04441,3.74997,1.32796,74
