Gaussian,,MQ,,IMQ,,C0 Matern,,C2 Matern,,C4 Matern,
X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
0.010726843475674874,-2.232071314102564,0.009970706025157164,-1.7195012019230766,0.011032703726102981,-2.1184577141608383,0.01106137290781495,-1.5150933801775137,0.011220390273761194,-3.2556408435314683,0.011032703726102981,-3.637319711538461
0.010140326041975813,-2.7216045673076916,0.010577107965186213,-2.1687199519230766,0.01183605531803563,-2.577624198717949,0.013282139471415736,-1.4273519449300691,0.013565179517843973,-3.244253305288461,0.013282139471415736,-3.885040740509491
0.011094914458131789,-1.699755322802198,0.012965889365415635,-2.8376116071428568,0.013152082730269314,-1.7756535456730766,0.015990208140978873,-1.4257812499999991,0.01614833019690864,-3.2477499713827838,0.015941240561794866,-4.295440887237762
0.011126151247473438,-1.4568810096153841,0.012499550915607591,-3.466024210164835,0.013565179517843973,-2.3198993389423075,0.01925041947813348,-1.42578125,0.019577904459378372,-3.2634943181818183,0.01925041947813348,-4.334708260489511
0.012674125871773939,-2.773437499999999,0.012600107877914105,-3.922743651747558,0.014779715787880775,-2.739522124287748,0.023175348739482706,-1.42578125,0.02369225735593097,-3.2328899315828403,0.023175348739482706,-4.531045126748253
0.013508093051317177,-3.3266512133699626,0.012626704425731014,-4.454305460164835,0.01612564595876753,-2.2745455228365383,0.0279005239239971,-1.42578125,0.02832733804507307,-3.247042410714286,0.0279005239239971,-4.566385762674825
0.013508093051317177,-1.8692407852564097,0.012733653208273799,-4.872671274038462,0.018249088372300704,-1.9229248941162984,0.03358910556143414,-1.42578125,0.04124122230287642,-3.3111698956425526,0.03335384730322993,-4.747888287927351
0.013170584003177565,-2.2464693509615383,0.012733653208273799,-5.1318359375,0.01786472974948414,-1.321762779631082,0.040437520653394704,-1.42578125,0.04951041968599647,-3.29294484812063,0.040437520653394704,-4.794921875
0.013622507237125554,-1.3653094951923075,0.015394677678203572,-2.604980468749999,0.02033525961461958,-2.4019681490384617,0.04868224530727594,-1.42578125,0.06002541776992678,-3.3090444711538467,0.048556069275738786,-4.773479875493097
0.015073464805269979,-3.084435096153846,0.01720283994322647,-2.7676782852564097,0.020768600405675047,-2.108248197115385,0.05860797026780211,-1.42578125,0.07175774276011876,-3.2815573098776234,0.05860797026780211,-4.79963395979021
0.0168202380878297,-2.427884615384615,0.017793122276823583,-2.3264584446225065,0.0233716450373228,-2.6085799779647436,0.07055743130233572,-1.42578125,0.08638828442740454,-3.2744891826923084,0.07055743130233572,-4.817539881993007
0.01925041947813348,-2.0074619391025648,0.0187694344323783,-2.64385516826923,0.02608004457572168,-3.1436727335164836,0.08494324388365335,-1.4116449956293708,0.1040018177725883,-3.2744891826923084,0.08433136399179778,-4.791795444139195
