y2,,approx y2,,Gaussian functions,
X,Y,X,Y,X,Y
3.4398721462994626,17.976435856859812,3.0613222764291983,2.9817490319624795,-0.823191061282591,0.05553860248704012
3.497228187188897,9.883509089216627,3.114506968890309,5.263650749707761,-0.6897627977398013,0.22655040141975746
3.5163468674853746,-0.4146331733134616,3.078529088696028,4.03861753480766,-0.5635795077830466,0.1556476210394564
3.5259062076336143,3.396321759597882,3.189417434415601,10.402698174177864,-0.46033863418206433,0.17566722961743153
3.5431130199004457,-4.375457120440416,3.221919190919614,12.122750967433095,-0.2767993033358751,0.2807701746517637
3.571791040345163,-8.502207476163228,3.2448616072753875,13.74875330788975,-0.15061601337911945,0.2829389655810388
3.6338398482164607,-17.832804836621357,3.2850108358979906,15.162109868482307,-0.0244327234223638,0.2899458285833205
3.640618289412485,-19.180374739025766,3.348102480876369,16.653195339880018,0.10175056653439096,0.21403814605853455
3.6578251016793146,-22.20986981209854,3.422665334032633,16.723959095200748,0.2852898973805811,0.2023600410547175
3.7725371834581836,-30.526410664444384,3.4398721462994626,15.124642614928408,0.41147318733733584,0.1790038310470834
3.8471000366144477,-24.736233194590334,3.475560349519556,12.415542119600701,0.5353622356585133,0.08378834824932113
3.8585712447923353,-22.03859093870927,3.531641811722558,8.714530778334836,0.6665710072932018,-0.17947427112442682
3.910191681592826,-12.065022141251852,3.5431130199004457,6.76684530379395,0.7836501637754427,0.23520702846226982
3.864306848881279,-20.689769810768738,3.5545842280783315,4.5010704929587,0.8057959684521965,-1.2763800050532481
3.8796017931184608,-18.199089526899712,3.577526644434105,1.8034282370776396,0.9162063471643576,0.39988684569065214
3.927398493859654,-6.8161810662375615,3.6348826853235394,-4.811934239247094,0.9276775553422443,-1.981445594658524
3.944605306126485,-2.7054881048949966,3.657825101679313,-8.348515272809458,1.0423896371211132,0.16306229088314694
3.9675477224822586,5.127665704774465,3.7381235589245225,-19.418024175853382,1.0452574391655842,-2.62520113299378
3.9790189306601462,9.1127541589649,3.7797066885693624,-22.70532963647564,1.1622000336457088,0.07371551926667053
,,3.801215203902901,-23.69250255987444,1.1757424321890477,-3.034664689690011
,,3.8590124451068686,-26.074184701719616,1.2995358871087426,-0.28929628940100116
,,3.9403036030597782,-25.55069992065495,1.3062274252125103,-2.96824546748082
,,3.9863187904097117,-22.78918723532346,1.4104242328283165,-0.3241510303771733
,,3.956076514304373,-24.029707841859576,1.442243179321741,-2.2118379233766277
,,,,1.5356515887702473,0.29535853756921426
,,,,1.5413871928591911,-1.9920810117155696
,,,,1.6742620209197137,-0.3900373231913292
,,,,1.6747399879271256,2.079615420417845
,,,,1.675953288792095,-2.6099671947355887
,,,,1.7536045441500976,3.5504727456482286
,,,,1.7994893768616445,-0.28144716624615285
,,,,1.810960585039532,-2.8047519974274095
,,,,1.816696189128475,5.333914014814042
,,,,1.8683166259289656,6.7709233722079745
,,,,1.9256726668184,-0.13046595155397966
,,,,1.9371438749962868,-2.215007694734801
,,,,1.9142014586405134,8.714530778334833
,,,,1.9543506872631173,10.172542188061023
,,,,1.9887643117967775,11.523657229484446
,,,,2.0589151618077013,-0.48215657532269063
,,,,2.0426789902328464,-1.4667748241332745
,,,,2.0289135404193814,12.96652881022355
,,,,2.0977407894867017,15.458636418037486
,,,,2.1723036426429667,17.06196724690489
,,,,2.180588404104774,-0.8379876505449744
,,,,2.235395287621345,-2.744025851407578
,,,,2.282427241150681,17.29688692668787
,,,,2.315693744866553,-0.12462689905207469
,,,,2.2984869325997233,-4.889293740608231
,,,,2.3443717653112692,-6.53517666458329
,,,,2.3730497857559865,15.831167967659162
,,,,2.3787853898449303,-8.004428250375653
,,,,2.448249928255466,-0.13630500405588464
,,,,2.4476126389122506,13.223447120307465
,,,,2.4476126389122523,-11.360423675846732
,,,,2.4992330757127412,11.030465830662656
,,,,2.499233075712743,-13.881434593545109
,,,,2.5728399948541814,-0.38037739863560205
,,,,2.5565891166021757,9.172487666059407
,,,,2.5565891166021775,-15.60086038378168
,,,,2.61394515749161,6.8004893682097
,,,,2.6460645403896947,-16.694690088963924
,,,,2.6965378563723963,-0.6747476695168686
,,,,2.654094386114215,5.901275282916014
,,,,2.7171860310925915,3.781699224723752
,,,,2.7343928433594247,-15.53534621471028
,,,,2.8169855422402073,1.860929001715462
,,,,2.8169855422402073,0.16511522759613229
,,,,2.8169855422402073,-2.043923456428928
,,,,2.7802776760709715,-13.483211212915045
,,,,2.8204269046935746,-11.963111211585236
,,,,2.8777829455830073,-8.914347265256161
,,,,2.9093287680721964,1.3088604901661114
,,,,2.9529830880824885,0.18484288354900258
,,,,2.9466101946503294,-2.6437609784462595
,,,,2.929403382383498,-6.712343249245322
,,,,2.9466101946503294,3.5243527174563667
,,,,2.9752882150950466,-4.884705913642449
,,,,3.003966235539764,5.27182542321043
,,,,3.0200259269888043,-3.5383316267503417
,,,,3.072793484607084,0.03302751849941643
,,,,3.038379860073423,6.02973443795797
,,,,3.072793484607084,7.908092749460334
,,,,3.100950086498262,-2.291471477497872
,,,,3.112942713229689,9.616956342504572
,,,,3.2104479827417265,-0.31351561332010647
,,,,3.1760343582080655,13.330496416175762
,,,,3.2333903990975,-1.864664544620375
,,,,3.2161835868306703,14.99320137235869
,,,,3.2477294093198594,16.509860503464157
,,,,3.2850108358979906,18.228001702150312
,,,,3.3320427894273266,-0.7208213466195375
,,,,3.3595736890542547,20.79703187542389
,,,,3.3595736890542547,-2.473547963847011
,,,,3.3997229176768595,-3.717103950850394
,,,,3.458226079384083,21.38702642322373
,,,,3.462814562655238,-0.2805296008530007
,,,,3.4398721462994626,-5.831327544249234
,,,,3.4800213749220674,-8.201131331533645
,,,,3.525906207633616,-11.280136703945509
,,,,3.5488486239893877,19.664068006223502
,,,,3.5889978526119926,-0.13046595155397966
,,,,3.5431130199004475,-12.725302198167505
,,,,3.566055436256221,-14.373861354539265
,,,,3.5889978526119926,18.344685434646752
,,,,3.5889978526119943,-16.129469806779326
,,,,3.6291470812345956,16.07095839040414
,,,,3.62799996041681,-20.454261359858492
,,,,3.634882685323541,-21.139376853415584
,,,,3.657825101679313,14.700727403289953
,,,,3.6578251016793146,-22.852165587308313
,,,,3.725013606721223,-0.017021502945496536
,,,,3.7495947671024084,10.161837258474197
,,,,3.74959476710241,-29.467812071969007
,,,,3.789743995725013,8.243360948948805
,,,,3.831040345165407,-31.362584608837835
,,,,3.841364432525504,-0.007845849013932593
,,,,3.8528356407033897,5.560858522054833
,,,,3.910191681592824,3.8373648585752633
,,,,3.913059483637298,-29.88209284697932
,,,,3.956076514304371,0.006427390435170821
,,,,3.944605306126487,-28.01194164816019
,,,,3.9732833265712024,2.422173167196391
,,,,3.983607413931301,-25.02740727935209
